,author,published_at,comment,like
1046,@tenjobertani3347,2024-12-02T10:13:33Z,@@tetapsemangat6344 maksudnya jgn kayak samsul.......,3
1047,@WawanParawansyah,2024-12-01T13:46:46Z,MAS AHY ORANG CERDAS DAN IHLAS SEMOGA SEHAT SELALU DAN JADI PEMIMPIN MASA DEPAN AMIN.,2
1048,@ninyomansutari2178,2024-12-01T13:46:36Z,Semoga semesta mendukung AHY,10
1049,@darmakusuma263,2024-12-01T13:46:04Z,Kita sebagai rakyat bangga pada AHY anak muda yang ingin bangsa nya maju,0
1050,@ismani3599,2024-12-01T16:14:19Z,Sok tau kamu,0
1051,@786cyan,2024-12-01T13:42:17Z,"Andaikan AHY yg jd Wapresnya Prabowo, pasti Indonesia damai 😊",5
1052,@MarlinaMarpaung-m6r,2024-12-01T16:04:13Z,😂😂😂msih aja ngadu domba..pak Prabowo msih percaya mas Gibran knpe emang ..masalh buat loe..😊,0
1053,@andikrobandi8166,2024-12-01T21:50:39Z,Tp prabowo maunya gibran dan menang low pilih ahy blm tentu menang,1
1054,@ricadsitumorang1579,2024-12-01T13:40:01Z,duit semua disana😊,0
1055,@Riofeb-e6q,2024-12-02T02:12:35Z,"Iya betul Kalimantan bnyk duet Lo,",0
1056,@bhaktis9233,2024-12-01T13:38:05Z,"Gus Gus....Hambalang aja mangkrak, sesumbar mau melanjutkan IKN lawak aja....",5
1057,@Fatan-cz1vh,2024-12-01T13:56:41Z,Anak Abah tetap blm move on... Anies memang yg terbalik...😅,4
1058,@ismani3599,2024-12-01T15:43:35Z,"Padahal Hambalang tidak sebesar IKN, itu aja mencret eh mangkrak .
Tapi kalo mau dipemerintahan lebih baik lanjutkan ikn .",2
1059,@ArifSanjayasaputra-lk2hy,2024-12-01T18:54:12Z,Ikn tetap lanjut dan bertahap,1
1060,@herrypujiono7105,2024-12-02T00:19:33Z,Komen BASI ... 😂😂😂,1
1061,@EllySuhelly-s2e,2024-12-01T13:36:57Z,"rakyat indonesia pasti bahagia dan senang melihat para pejabat negara jika bisa bersatu , rukun dan damai seperti ini , satu visi satu misi yang lilahitaala demi membangun negara dan mensejahtrakan rakyat",211
1062,@KhamirahPenyarang,2024-12-01T22:06:33Z,"Amin ,harusnya bersatu sebelum terlambat msh ada kesempatan .",1
1063,@Gado-Gado-y1l,2024-12-01T23:56:02Z,"Mereka rukun kox, dapat jabatan, harta, kekuasaan, Anak-anak mereka, cucu-cucu mereka 7 - 10 turunan gak miskin dan gak ngerasain makan gratis sebesar 10 ribuan kox 😅😂",11
1064,@harryyuqie583,2024-12-02T00:04:11Z,Bersatu untuk merampok uang rakyat 😂😂😂,7
1065,@KhamirahPenyarang,2024-12-02T00:05:01Z,"@@EllySuhelly-s2e Alhamdulilah do,a yg baik semoga di hijabah oleh Alloh SWT amin",2
1066,@KhamirahPenyarang,2024-12-02T00:07:59Z,"@@EllySuhelly-s2e Iya kita semua hamba Alloh mumpung msh bisa menikmati ,karena umur gak tau smpe kpan mkanya nanem yg baik aj ,sedulur Kabeh ,semoga bermanfa,af",0
1067,@HasbullahNana,2024-12-01T13:36:54Z,AHY seorang Mentri tapi lepelnya lepel wapres,6
1068,@AsumirahIrah,2024-12-01T13:34:18Z,Hutang lagi 😄..,0
1069,@Abigail99596,2024-12-01T13:33:52Z,Ada Pak Rico Rustambi.. my ex boss 😊,0
1070,@rahmateffendi744,2024-12-01T13:33:16Z,Kalau rakyat sengsara menyengsarakan ralyat IKN dihentikan dulu,0
1071,@firman.mulyadi,2024-12-01T13:31:04Z,MasyaAllah Terstuktur dalam penyampaianny,49
1072,@muhirfan5735,2024-12-02T02:27:30Z,Tersetruktur sambutan secara formal iya bagus  tapi soal isi pidato kaya kurang mengena deh,1
1073,@330heavy,2024-12-02T02:59:54Z,​@@muhirfan5735Daripada fufufafa wkwk,0
1074,@muhirfan5735,2024-12-03T13:20:33Z,@@330heavy hhh Bf ya,0
1075,@sweetcandy5864,2024-12-01T13:30:34Z,👍❤️❤️🇮🇩🇮🇩🥰🥰,3
1076,@Eti89899,2024-12-01T13:29:00Z,Semoga pada amanah yah yg ada di lingkugan kabinet bpk prabowo prexidenku bijn rakyat makmur .dan udh rakyat gk sysah pasti org pejabat dlk di jabinet nentri dlk oasti mereka jg mskmur yg pentin jagan padz korupsi,3
1077,@ARFA-24,2024-12-01T13:28:42Z,"Begron 'a TNI tapi di beri jabatan sebagai menteri pembangunan, lagi*sistem balas budi jabatan belum hilang di bangsa ini",0
1078,@nurhakim6450,2024-12-01T13:39:14Z,Wawasanya luas 👍,0
1079,@riancy5539,2024-12-01T13:27:41Z,"Buseehh tema nya  ""Tekan Kemiskinan"". Lah di kamar sebelah  ada tema ""Pengentasan Kemiskinan"" Kayak nya ruwet y",0
1080,@tumpangyogi4314,2024-12-01T13:27:05Z,Lha ini Bru tokoh muda yg punya potensi JD RI 1,5
1081,@MuhammadYudistira-n7b,2024-12-01T13:49:59Z,Husss fufufafa tetap yg terdepan,0
1082,@Sugeng-m8b,2024-12-01T13:53:59Z,OGAH BANYAK OMONG KERJANYA LAMBAT MIRIP ANIS,2
1083,@Seniman_Kampung,2024-12-01T13:25:33Z,"Srcara fisik  Mental  Kedisiplinan, dan tentu Kepemimpinan, Wawasan kebangsaan  AHY lebih matang daripada Gibran.",247
1084,@julianam8262,2024-12-01T13:40:30Z,Trus?,8
1085,@khoirulumam2586,2024-12-01T13:41:20Z,"Wkwkw,, jelas jauh lah bro sama gufufafa",20
1086,@mas_pooy..,2024-12-01T13:49:27Z,​@@julianam8262pahami tu,4
1087,@damianae8824,2024-12-01T15:24:54Z,​@@sumiati1759 tapi kan tetep Samsul yang jadi wakil. Gimana dong.,8
1088,@ismani3599,2024-12-01T15:26:00Z,"Jangan salah bro, ahy diangkat jadi Mentri di era siapa ?",8
1089,@ramfamily3292,2024-12-01T13:23:35Z,AHY THE NEXS WAPRES PRABOWO.,3
1090,@UndangSunandar-j2v,2024-12-01T13:22:47Z,Nasib ikn akan seperti hambalang 😊😊😊😊,0
1091,@ArifSanjayasaputra-lk2hy,2024-12-01T19:01:40Z,Tidak sama,0
1092,@wongranto,2024-12-01T13:22:11Z,"Udah Ahy gk bisa nolak ,nerusin IKM ,kalau dulu sebelum masuk di kabinet ,koar2 terus masalah insfratruktur ,berat karena gk sesuai dengan isi hati sebenarnya 😂😭😭🙏",20
1093,@asepsutrisna1448,2024-12-01T13:40:15Z,Ngomong apa sih rek😌,3
1094,@ToniPangaribuan-d5u,2024-12-01T14:20:11Z,Udah makan obat?,0
1095,@raturania315,2024-12-01T15:10:57Z,Maklum dia sering minum cipratan air tinja😅,2
1096,@FcChoice-yp7nf,2024-12-01T15:23:11Z,Gak usah di terusin ikn nambahin hutang saja.biarin saja biar di terusin para jin,2
1097,@JuryForever,2024-12-01T16:41:29Z,"​@@raturania315Saat itu AHY SBG oposisi jd emang hrs kritis, Krn TDK terlibat  dlm proses IKN, beda skrg SDH  masuk kabinet hrs ikut bertanggung jawab",0
1098,@jazimsantoso2737,2024-12-01T13:18:46Z,Ahy sama cerdasnya dg p wapres gibran.....👍👍👍👍👍,1
1099,@waljiyah3143,2024-12-01T13:22:24Z,Markotop top top sama2 anak mantan pres,1
1100,@paidofarm2285,2024-12-01T13:23:26Z,🗿,0
1101,@Eti89899,2024-12-01T13:27:37Z,Sayah pigin tawa jadinyah tapik malu😂,0
1102,@alirosheno9473,2024-12-01T13:28:34Z,AHY secerdas dan muda gini malah di sia-siakan sama abah Aniesa dan malah memilih Cak Omon sebagai Cawapresnya 🤣,1
1103,@tonosaputrasaputra7804,2024-12-01T13:30:56Z,"Kalah jauh atuh
Ahy lebih cerdas
Ahy berwibawa

Klo wakil fufufafa gmn ya..bingung nilai nya..wkwk",2
1104,@sriyanto3693,2024-12-01T13:17:18Z,Nyingkir nyonyor 😂😂,0
1105,@eyechannel4866,2024-12-01T13:15:19Z,"Manfaat KADIN tuh apa, ? mana keberpihakan trhadap PHK2? bikin mobil nasional dong",0
1106,@jajangnurjaman3697,2024-12-01T13:17:56Z,"manfaat buat oligarki kang, kayak bakri tuh bisa dapat proyek2 nasional lewat kadin...",0
1107,@alexbocah-z9m,2024-12-01T13:15:13Z,❤,4
1108,@sandimaulana945,2024-12-01T13:14:28Z,Ayo ayo jangan cuma omon2,1
1109,@Bento-g2x,2024-12-01T13:12:09Z,Ikn proyek brutal,1
1110,@selvianasagita8646,2024-12-01T13:09:38Z,Kalian  kl gk  bisa  sukses  kan   . IKN  buat apa  kalian  kerja    gk  bisa  negara  kita  lebih  di  pandang,0
1111,@kurswchannel115,2024-12-01T13:08:33Z,Ikn tutup saja mas ahy krn ada yg lebih penting,2
1112,@Anang-r4g,2024-12-01T13:07:28Z,Ikn  bikin nambah utang negara membengkak apbn  kolep,1
1113,@agusagusibrahim1938,2024-12-01T13:06:49Z,"Mas AHY orang baik...
Beliau sering ngaji ke Ust Syafiq Reza Basalamah
Insya Allah amanah tugas yg diembannya",28
1114,@MiaYere-mf5kj,2024-12-01T13:14:22Z,Apa korelasinya tong😂,3
1115,@Ai-sn5nz,2024-12-01T13:37:00Z,Gus Yaqut malah yg ceramah bu 😊😊😊😊. Kuota haji juga ilang 😊😊😊😅😅😅.,3
1116,@Ai-sn5nz,2024-12-01T13:37:13Z,​@@MiaYere-mf5kjemang tuuh,0
1117,@sobagbos5186,2024-12-01T13:43:20Z,😂baik sudah dapt jbatan😅waktu diluar pemrintahn gogong terus😂,2
1118,@mas_pooy..,2024-12-01T13:48:22Z,"​@@sobagbos5186oposisi wajar blok selama masih wajar, justru lu nyinyir",0
1119,@suroso0559,2024-12-01T13:05:40Z,Ini lho pastas jadi wapresnya jenderal Prabowo .dan calon pemimpin bangsa setelah ini maju terus mas AHY .,10
1120,@JopanQ,2024-12-01T13:27:06Z,ternyata kita sehati😁👍,0
1121,@Berkahtirta78,2024-12-01T13:35:48Z,Calon gubernur aja dulu ngak jadi,4
1122,@julianam8262,2024-12-01T13:42:56Z,"Kl Prabowo duet dgn Ahy ga akan menang 
Semua yg terjadi skrg itu yg terbaik, ada waktu 5 THN lagi persiapan kl ahy mau nyapres 
Periode depan ini SDH yg muda "" yg pada maju",5
1123,@bagyotenan4267,2024-12-01T13:55:26Z,@@julianam8262 betul,2
1124,@rochimdriver3672,2024-12-01T14:37:06Z,Lom wayaeeee..... Nti di 2034 Gibran/AHY 😊😊😊😊😊 2044 AHY/Kaesang 😄😄😄😄👍👍👍👍👍👍dapet NKRI emas👍👍👍🏆🏆🏆🏆🏆,0
1125,@tejotok,2024-12-01T13:03:29Z,AHY MMG CERDAS DAN BERWAWASAN LUARBIASA,1
1126,@agsw3190,2024-12-01T13:02:57Z,capres 2029,1
1127,@DenokWiwi,2024-12-01T13:02:47Z,AHY calon pemimpin masa depan,9
1128,@LilikAndayani-fs4pm,2024-12-01T12:58:56Z,"Kaum muda cerdas n berkualitas seperti AHY, Emil Dardak, Anies Baswedan bisa menjadi pemimpin di 2029",2
1129,@ArifSanjayasaputra-lk2hy,2024-12-01T19:01:23Z,"Bukan Anis,msi Jawa",0
1130,@shetiamie8466,2024-12-01T23:14:17Z,Tenggelamkan anis dr permukaan,0
1131,@HadiPurnomo-nc5yi,2024-12-01T12:56:41Z,Mantap mas AHY,2
1132,@ThrRr-p3u,2024-12-01T12:51:28Z,Kadin ada dua mna yg ORI dan Kw😅,3
1133,@belvarianta8979,2024-12-01T13:01:35Z,"Dualisme, tidak ada   
Kadin Ketua   & Kadin dewan pertimbangan 😊",0
1134,@charlesmanullang3784,2024-12-01T12:50:03Z,Lebih layak AHY   Wapres di banding Gibran,8
1135,@KongAtotea,2024-12-01T13:03:18Z,Kerja..kerja..kerjaa...,0
1136,@DenokWiwi,2024-12-01T13:06:49Z,"AHY ibarat buah benar2 matang asli beda dg SAMSUL buah karbitan,  segi Intelektual, wawasan & kwalitas jelas beda",0
1137,@gobran2365,2024-12-01T13:16:23Z,Tapi seandainya waktu itu Prabowo milih AHY sebagai wakilnya. Saya yakin Prabowo gak menang.,3
1138,@Abdinegara08,2024-12-01T13:19:28Z,​@@DenokWiwikebanyakan menghirup lem Aibon ya,2
1139,@SADEWA-47,2024-12-01T13:20:30Z,Benar skali,1
1140,@agusmiftahudin7476,2024-12-01T12:41:48Z,Lanjutkan karena itu bisa meningkatkan ekonomi rakyat,80
1141,@KhamirahPenyarang,2024-12-02T00:15:41Z,"@@agusmiftahudin7476 alhamdulilah do,a yg baik pasti trwujud",1
1142,@dharma3539,2024-12-02T00:26:20Z,Mmg ada duitnya drun ?,1
1143,@adika1800-w3l,2024-12-02T01:19:44Z,​@@dharma3539Inilah perbedaan orang sukses dan orang yang tidak bisa sukses. Mana ada negara yang tidak berutang. Negara paling kaya saja berutang demi membuat sesuatu. Hidup itu harus sedia menerima risiko jika ingin kaya atau maju.,0
1144,@dharma3539,2024-12-02T03:50:11Z,@@adika1800-w3l knp lu mingkem drun ? ...td ngegas koq tiba2 diem,1
1145,@adika1800-w3l,2024-12-02T03:58:21Z,@@dharma3539 Malas bicara dengan orang-orang yang memiliki SDM rata-rata. Buang waktu.,1
1146,@Suryapdip,2024-12-01T12:38:03Z,Saya prcya ahy,3
1147,@adisucipto4288,2024-12-01T12:37:35Z,Dah fokus sama ekonomi saja rakyat gak butuh gedung mewah istana baru,5
1148,@Pintukusenjatiperhutani,2024-12-01T12:40:13Z,Dua duanya butuh dan bisa bersamaan,3
1149,@luccychantik1149,2024-12-01T12:48:11Z,Saya rasa butuh kedua nya,4
1150,@asukkoan1252,2024-12-01T12:52:16Z,Anda memang tdk butuh tapi negara' butuh.,1
1151,@lislis180,2024-12-01T12:55:45Z,Hanya kamu saja yang tidak butuh.,1
1152,@Muhammadh96,2024-12-01T13:00:37Z,"Setuju mas Adi Sucipto, memang sebaiknya fokus ke ekonomi terlebih dahulu mantap.. sudah biarkan saja akun buzzer lain komen menjilat, butah butuh butah butuh. Orang yang kehabisan proyek. Bingung cari sumber uang dari mana jadi ya menjilat kerjaannya. Mereka selalu mengatasnamakan rakyat, negara perlu, tapi kenyataan di lapangan nol besar. Indonesia di hadapkan dengan krisis kesejahteraan. Tapi mereka yg ikut andil besar proyek2, mau proyek besar atau kecil mencoba menutup mata. Dia lupa, rakyat kecil cuma di bodohi, katanya lah itu mereka jg jadi pekerja disana bagus. Padahal cuma kurun waktu berapa bulan aja dan berapa tahun, sisanya mereka rakyat yg awam kembali ke kampungnya, akhirnya back to nature ga ada kerjaan lagi.  Itu pembodohan terstruktur, bahwa pendapatan masyarakat harus di perkuat dan di langgengkan. Bukan di akali. 

Intinya maju terus ekonomi. Saatnya tiba jg saat ekonomi berlebih kita tau mau melakukan apa. Sudah alamiahnya kalau itu pun bangsa kita berkecukupan. Kalau belum berkecukupan dan di paksakan dengan narasi, kalau ga gitu kapan lagi. Ya susah pola pikirnya. Beda Mazhab emang, kalau Mazhab oligarki dan penjilat2 bangsa",1
1153,@SetiaWijaya-u8n,2024-12-01T12:33:45Z,ahy cerdass semoga tulus seperti pak prabowo,275
1154,@JohnGlodack-tg8xo,2024-12-01T12:50:22Z,Seandainya jadi wakilnya Pak Prabowio cocok.....,24
1155,@edysuprayitno7979,2024-12-01T12:57:36Z,"​@@JohnGlodack-tg8xokurang cocok, klo menurut saya cicokan bapa gibran raka bumi raka, gagah, cerdas, berwibawa, berwawasan luas, setiap memberikan sambutan suaranya menggelegar, punya lapor mas wapres lagi, jgn ketawa ya, mksh 🙏",9
1156,@JohnGlodack-tg8xo,2024-12-01T13:04:57Z,Ya ...bagus...idola orang memang beda....meskipun mengidolakan Komeng atau Sule juga gak pa2....,5
1157,@pacitansity-j5x,2024-12-01T13:37:57Z,Bahahah kamu jga bisa..​@@edysuprayitno7979,0
1158,@mamachi9451,2024-12-01T13:46:06Z,​@@edysuprayitno7979😂😂😂😂😂bisa aja lu ngatain org.,3
1159,@patriot4786,2024-12-01T12:29:23Z,Intinya apa yg sudh diatur dan direncanakan Prabowo dan kabinetnya sudah pasti aman...,154
1160,@OfaAlesha,2024-12-01T13:27:53Z,Aaamiiin,4
1161,@AsaSaya17,2024-12-01T13:36:18Z,Terus anggaran makan siang dipotong jdi 10ribu doank...,10
1162,@sitikhotimah3336,2024-12-01T13:39:38Z,​@@AsaSaya17 yg koar2 waktu kampanye ada Dana 400T kemn tu uang na 😂😂😂,9
1163,@nanabadarudin9519,2024-12-01T14:26:27Z,Bisa ditanyakan pada rumput yang bergoyang.,6
1164,@Amanah-g8r,2024-12-01T15:00:23Z,​@@sitikhotimah3336dikoropsi😅,2
1165,@audiopro8371,2024-08-12T00:39:11Z,Membahas ide jokowi ga ada gunanya karena jokowi bukan presiden yg cerdas tp presiden yg membingungkan,0
1166,@zhamilasalim8937,2024-07-31T07:50:42Z,ngomong apa kumur-kumur saudara ngabalin?,1
1167,@RtoniRibut,2024-07-21T08:35:29Z,"makin cepat pindah para penguasa ,koruptor,  legislator , para pejabat korup , jokowi dan kroninya makin bagus...biar hukum alam yang memberitahu bangsa indonesia...",0
1168,@wahyuningsihwahyuningsih7347,2024-07-18T04:34:19Z,"Mau pakai bhs apalah ...kami masyarakat tak peduli.YG KAMI TDK IKHLAS DUNIA ACHIRAT ITU ' INVESTOR ASING DI BERI HGU 190 TH '  sedangkan leluhur kita aja sampai menyerahkan tangan , kaki bahkan mencucurkan KERINGAT , DARAH UNTUK MEMPERTAHANKAN SEJENGKAL TANAH ' LA INI KOK MALAH TANAH. LAINI KOK MALAH IKN DI TAWARKAN KE ASING. LEBIH 2 UU OMNY BUSLAW DGN DALIH ' PROYEK STRATEGIS NADIONAL ' YG ADA MALAH DR PENGUASA YG PALING TINGGI SAMPAI YG PALING RENDAH MALAH JD ' CENTENG ' MENGANCAM / MENINDAS RAKYAT.  CONTOH PIK 2 ITU DISAMPING MENINDAS RAKYAT JG MEMBAHAYAKAN NEGARA .",0
1169,@ibrahimwijaya4924,2024-07-17T06:55:55Z,Ngabalin tukang Ngibulin demi utk menjilat penguasa,0
1170,@shanumcantik9822,2024-07-02T10:18:01Z,Cuman di indo negara a mau maju tapi di hujat...,0
1171,@waknolong3695,2024-06-30T01:55:18Z,"Indonesia kepingin pindah ibu kota dari satu pulau ke pulau lain apa tergolong mustahil?, kalau kita ingin memindahkan ibukota dari jakarta ke, planet BULAN, ini baru di anggap mustahil❤😂❤😂",0
1172,@waknolong3695,2024-06-30T01:47:08Z,"aku ingin coba menilai diri kita yang sekarang, ""Indonesia"", soal ikyu (generasi muda) soal apa?, soal IKN, Indonesia sejak jaman pak ir sukarno sampai pak ir jokowidodo kita punya cita-cita memindahkan ibu kota negara dari jakarta ke kaltim setelah 78 tahun belum terlaksa alias masih terkendala, sementara negara lain soal pindah ibukota gimana?, jawabannya hampir sudah tiga sampai empat kali mereka lakukan bersama MPR dan DPRnya, kalau tadi pak ir sukarno punya cita-cita kepingin di pindahkan ke, ""BULAN"", mungkin juga rasanya bila belum terlaksana ❤😂bisa terjadi tidak?, negaranya kaya, rakyatnya makmur-makmur tetapi pemikiran mereka masih belum kaya alias miskin❤😂❤😂hahaha",0
1173,@kaswan8492,2024-06-27T04:38:54Z,Asian value ok gas ok gas 😂,0
1174,@dedenrachman9918,2024-06-26T23:46:46Z,Bikin susah sendiri,0
1175,@setiyoadi8376,2024-06-24T19:23:54Z,"Ungkap itu... ijazah palsu jongos !!!! ahli ngibul, ungkap  kebenaran sesuai mulutmu yg mulut comberan = staf ahli - ahli ngibul debat pokrol bambu - argumentasi gemblung sok pandai = pandai ngibul - makhluk gitu kok ahli , nggak terlihat ahlinya kecuali ahli ngibul.",0
1176,@nepikamajaya4017,2024-06-23T17:34:54Z,Ngadalin,0
1177,@jumadikempreng1600,2024-06-23T16:49:47Z,Ini yang ada nama Jokowi ini ada nama rakyat Indonesia sudah milahat Jokowi sudah muak Karena apa semua bisa dilagukan punya cara 2 banyak yang salah karena ada pimilu ini semua dibuat curang ini ada nama mk ada nama kpu ini bisa buat Jokowi sendiri ini kan lah punya pelagar isntitusi ini harus bisa jalakan proses secara hukum ini ingat harus jalan assalam mualaikum,0
1178,@jumadikempreng1600,2024-06-23T16:43:11Z,Ini yang ada nama Jokowi ini sudah saat nya cukup dua perede berenti ini gak boleh tugas apapun ikn harus bisa berenti semua gak ada uang Jokowi ada negara sudah keresis percaya lah sama rakyat Indonesia ini ingat Jokowi. Assalam mualaikum,0
1179,@jumadikempreng1600,2024-06-23T16:40:10Z,Ini yang ada nama gak ada yang lain 2 ada yang lain ini banyak punya cara 2 ada yang dilagukan banyak yang salah iya yang cari banyak yang salah ini yang ada nama rakyat Indonesia gak mau ikuti orang punya hati yang jahat iya gak mau ikuti punya pikiran yang gak jelas ini ingat assalam mualaikum,0
1180,@jumadikempreng1600,2024-06-23T16:39:38Z,Ini yang ada nama gak ada yang lain 2 ada yang lain ini banyak punya cara 2 ada yang dilagukan banyak yang salah iya yang cari banyak yang salah ini yang ada nama rakyat Indonesia gak mau ikuti orang punya hati yang jahat iya gak mau ikuti punya pikiran yang gak jelas ini ingat assalam mualaikum,0
1181,@jumadikempreng1600,2024-06-23T16:33:36Z,Jadi ini yang ada nama ganjar Pranowo sama Mahfud MD ini harus bisa persiden yang baru ini sudah pilihan politik sama seluruh dunia atau sak Indonesia dukung ini harus bisa dudok kursih istana negara mardeka yang ada kota Semarang ganjar Pranowo ini karena apa punya hati nurani ini yang tepat assalam mualaikum,0
1182,@jumadikempreng1600,2024-06-23T16:30:08Z,Jadi ini yang ada nama rakyat Indonesia ini punya pengusuha sendiri gak maikut Jokowi ini sudah punya hati yang jahat iya punya pikiran ada yang dilagukan banyak yang salah buat apa bahas Jokowi sudah pikiran Konslet ini tak buat ada negara harus bisa keresis 2ini ingat assalam mualaikum,0
1183,@jumadikempreng1600,2024-06-23T16:25:00Z,Ini yang ada nama ganjar Pranowo ini lah bisa melajut kan ada ekonomi gotong royong seluruh rakyat kecil ini karena apa punya bumi tanah bisa tanami ada yang lebih subur ada yang bisa layak ini benar. Bukan Jokowi ini gak punya rakyat kecil iya gak punya nyali iya gak kabenet ini ada rakyat Indonesia punya pengusaha sendiri ini punya cari tak buat cari ekonomi gotong royong sama rakyat kecil ini ikuti sama rakyat Indonesia ini yang benar   assalam mualaikum,0
1184,@jumadikempreng1600,2024-06-23T16:16:16Z,Ini yang ada nama ikn ini sudah lah jangan ikut 2kan dengan Jokowi ini ada ikn sudah lepas atau keluar karena apa Jokowi semua yang diikuti banyak yang salah karena apa iya dulu Jokowi punya kabenet tapi sekarang ini seluruh Indonesia ini bisa hacur percaya lah sama rakyat kecil ini yang ada nama Jokowi ini punya banyak nyalai aturan yang dilanggar apa yang terjadi tau kan sendiri iya ada negara harus bisa keresis percaya lah sama rakyat kecil ini ingat assalam,0
1185,@sitimaesyaroh-lg8un,2024-06-23T14:42:34Z,suruh penghianat bangsa hidup di ikn biar di santap genderewo,0
1186,@arbavivogalaxy,2024-06-23T14:26:13Z,"kalau melihat orang ini pake baju putih yg bawa ban vespa dikepalanya siapa namanya ya,,,😛😛😛😛😛",0
1187,@wongndesondeso2058,2024-06-23T13:32:12Z,Ndhas e jokowi pusing tujuh keliling gara gara ambisi dan keserakahannya.,0
1188,@maibanjar6330,2024-06-23T12:20:50Z,cuma kejar kejar uang masuk terus maksudnya..itu suap pa  karna gak hukum di utamakan..itu salah pa,0
1189,@maibanjar6330,2024-06-23T12:19:39Z,kejar dulu baru hukum ?? jadi itu banyak suap 😂 pa   buktinya Masalah suap banyak amat di jakarta...mm gitu sistim pa   ..aduh  . pa Anis ...,0
1190,@Suwitoo-zw9gi,2024-06-23T12:15:01Z,Acara tak mutu,0
1191,@maibanjar6330,2024-06-23T12:14:25Z,bukhari muslim dari cina iraq ..syarifah Asia .. datu cina guat  kenal ..? itu fatimah . ..hebsyi ..kenal  saggaf    .udah  orang yaman diam aja dulu .😂..ga wajar  nanti kita damai,0
1192,@maibanjar6330,2024-06-23T12:11:48Z,sombong bukan Akhlaq cucu Rasulullah 😊,0
1193,@maibanjar6330,2024-06-23T12:11:07Z,mau tanya berapa kerajaan dalam Indonesia semua ..Sultan ..pangiran antasari   ..Banyak kerajaan di setiap wilayah Indonesia.. pa anis Tau ? 😊,0
1194,@maibanjar6330,2024-06-23T12:09:22Z,ibuku katanya orang Padang jahat ...orang riau Pelet.  orang Yaman Bohong .. Bukan semua orang yaman itu Habib .ya  😉  gak boleh...ketulahan nanti .. seperti pa Anis bukan Keturunan Habib ..Bukan terkait Rasulullah ya ..ba swidan itu biasa .. .😊,0
1195,@maibanjar6330,2024-06-23T12:06:37Z,Indonesia suka qatar kan ..teman kan .? Apa Mantan Itu Penjahat 😂,0
1196,@maibanjar6330,2024-06-23T12:04:47Z,Pa Rasyid ada,0
