,author,published_at,comment,like
2637,@MamanTok,2024-08-17T01:50:56Z,Sejarah jangan di lupakan dan jangan jangan di hancurkan jadikan pembelajaran Indonesia ❤️❤️❤️👍👍👍,0
2638,@EkoMiswanto-oi5vx,2024-08-17T01:50:33Z,Matur suwon pak Jokowi...❤❤,0
2639,@sulis1akbar,2024-08-17T01:50:19Z,Jgn terburu buru ??????? Hmmmmmmmmm,0
2640,@AyuSantan,2024-08-17T01:47:35Z,"Berlian bgt idenya pak wi,,  👍👍👍👍",0
2641,@MamanTok,2024-08-17T01:44:10Z,Semoga maju terus Indonesia ku dan yang korupsi kapok 🤦,0
2642,@_xyznmei.4686,2024-08-17T01:42:46Z,"Terima kasih Pak Jokowi 🙏🏻 karena Bapak Indonesia sekarang lebih maju,Bapak telah membangun negeri ini dari sabang sampai merauke yang lebih hebat lagi Bapak telah membangun IKN yg super keren&megah,semoga Indonesia kedepannya akan lebih maju.Dirgahayu RI ke 79 MERDEKAAAAAA 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️❤️❤️",54
2643,@mekshaaqlate673,2024-08-29T22:11:11Z,lah kocak indonesia.. masih miskin.. segitu doang kotanya yg dikatanya megah? kok dibuat patung sayap burung sih? negri maju malaysia dan negri lain terlalu sibuk membuat gedung2 pengcakar langit tertinggi di dunia. eh malah konoha bikin sayap burung kocak 😂😂.. btw gedung baru malaysia nomer dua tertinggi di dunia selepas burf khalifa. belum lagi ngomong menara berkembar klcc dan lain2. megah kaya dunia semua. salam ngakak dari warga maju malaysia buat konoha 😂😂,0
2644,@anggiepulang,2024-09-16T16:23:37Z,Jangan lupa bayar utang ke cina 🔥,0
2645,@Indonesian1749,2024-11-06T14:24:08Z,"​@@anggiepulang bapa kaw petani yah ngk perna minjam modal buat usaha


Ohh Iyah maap ngk tau yang gituan yah maap maap ,,😂",1
2646,@sutanpandaqwah5355,2024-08-17T01:41:26Z,Catat sejarahnya... Jgn sampai diklaim olh kaum Habaib Yaman...,1
2647,@Hendrik2108,2024-08-17T01:36:25Z,Semoga Prabowo tidak lanjutkan pengembangan IKN..mubajir uang negara .ekonomi sulit..,0
2648,@dennyesthea4082,2024-08-17T01:29:14Z,"Pembangunan IKN niscaya akan tercatat dalam sejarah Nusantara, selalu diingat anak,  cucu dan cicit baik yg terlibat berjasa maupun menghina,  terlebih yg menghina daerah.",39
2649,@bisabet,2024-08-18T11:33:17Z,"Cari di Google : Bisabet

Salam Merdeka Teman Teman~",0
2650,@alfarizkiofficial1064,2024-08-17T01:28:19Z,"Terimakasih pak dhe,, kami salut padamu❤❤",0
2651,@yulianamose2,2024-08-17T01:27:17Z,Bangga & terharu mempunyai Jokowi ❤❤❤ Love you Fuuuuullllllllllllllll pak Jokowi,0
2652,@Sbtian_Nbn,2024-08-17T01:26:51Z,Saya bangga pernah dipimpin bapak presiden RI Joko Widodo 😇,1
2653,@yoshiprasetyo727,2024-08-17T01:26:34Z,"❤❤❤
😅",0
2654,@serbaserbi9610,2024-08-17T01:26:28Z,Terima kasih pak jokowi yg telah mewujudkan impian bapak soekarno,0
2655,@hardewin5309,2024-08-17T01:24:47Z,Mantap pak Jokowi,0
2656,@shayrulazam2308,2024-08-17T01:22:29Z,"Dunia nk kiamat dah,, membazir uang,, bodoh tu simpan kit,, bnyk tmpat yg sedai ada",0
2657,@nursyaifiyulius5593,2024-08-17T01:15:53Z,JKW adalah presiden yg berani dan rasional. Salam sehat pak.,5
2658,@Putramarinis1990Sitinjak,2024-08-17T01:15:04Z,Ikn dpt dibanggakan di veritakan buat anak cucu warga indonesia...beda dgn istana merdeka..😢😢,0
2659,@alifasuryadiapin8690,2024-08-17T01:14:13Z,Ah mantap sekali keindagannya di  IKN..pengen juga datang ke sini,2
2660,@Putramarinis1990Sitinjak,2024-08-17T01:13:51Z,Tumben metro tv siarin berita yg baik..tentang jokowi,1
2661,@PUBGMOBLE-m1s,2024-08-17T01:11:50Z,Kalo mw ibu kota terbebas dri kotoran sampah kasi mereka efek jerah apa bila membuang sampah sembarangan denda 1juta rupiah per 1 org apa bila melanggar nya.. Itu aj saran ny,0
2662,@EngghongEngghong-i4j,2024-08-17T01:11:19Z,"MANTUL.
❤IKN",0
2663,@alifasuryadiapin8690,2024-08-17T01:10:52Z,Salut visioner nya pak Jokoei mampu menggaĝas istana Negara,0
2664,@PUBGMOBLE-m1s,2024-08-17T01:08:29Z,Banung gedung gedung tinggi agar terlihat bangunan ibu kota nya.. Agar lebih megah.. Walau pun perbukit tan,0
2665,@ZaeNuddin-yy8cx,2024-08-17T01:06:17Z,Bapak presiden Ir. Sukarno adalah  penggagas ibu kota baru..... semoga almarhum bangga di alam baqa.... alfatekhah,7
2666,@ibnuahmad625,2024-08-17T01:06:08Z,"Ikn di buat seperti di jepang, kurangi kendaraan bermotor... Pakai sepeda aja... Pasti mantap",0
2667,@abdulmujib1145,2024-08-17T01:05:45Z,BENAR2 KEREN DAN MANTAP. TERIMA KASIH PEMERINTAH RI DIBAWAH KEPEMIMPINAN PRESIDEN/WAPRES BPK. JOKOWI/KYAI MA'RUF AMIN TELAH MEMBUAT KAMI BANGGA SEBAGAI BANGSA BESAR DI DUNIA. SEMOGA MENJADI AMAL IBADAH YG DITERIMA ALLAH SWT. AAMIIN. Salam Dari warga Purbalingga Jateng,25
2668,@rioarvindadj6762,2024-08-17T01:05:30Z,"Saat ini banyak yg pro kontra, mari kita liat 5-10 thn kedepan",0
2669,@ZaeNuddin-yy8cx,2024-08-17T01:03:40Z,Maha karya INDONESIA RAYA❤❤,0
2670,@Musisi78,2024-08-17T01:02:53Z,"Ibu kota indonesia itu jakarta atau kalimantan ya...bukankah dulu bilangnya hanya pusat pemerintahanya saja yg pindah,,bukan ibu kotanya yg dipindah",0
2671,@sha21nov87,2024-08-17T23:47:49Z,"Jakarta sudah dipastikan akan tenggelam, jadi ya pindah ibukota ke IKN mau bagaimana lagi 😢",0
2672,@Musisi78,2024-08-18T01:45:10Z,"@@sha21nov87 bukan soal itu...di awal kan bilangnya PUSAT PEMERINTAHAN YANG PIDAH,,BUKAN IBU KOTA",0
2673,@librarokky8135,2024-08-17T00:58:26Z,"Kalau jokowi di bayang bayangi bau kolonial belanda, mendingan di rubuhkan 🤣🤣🤣🤣🤣🤣🤣🤣🤣
Juga jln jln yg di rintis kolonial, di pindah. 🤣🤣🤣🤣
Ucapan presiden ingin dpt dukungan masyarakat lewat kebencian pd kolonial belanda. Utk bisa memuji adanya IKN.
Otak kotor, akhirnya salah ucap. 
Seharus nya presiden berkata seperti ini, biar saya ajar kata kata yg benar dan tdk merendahkan Negara yg sdh bangunkan ISTANA. 
Kata seperti ini: Belanda bisa bangun Istana di indonesia di era kekuasaannya di tanah air kita.
Kita lebih terhormat lagi klau bisa bangun Istana sendiri.

Klau merasa di bayangi bau bau kekuasaan belanda di istana peninggalan Belanda, mendingan jokowi keluarkan foto nya dlm Istana peninggalan belanda 🤣🤣🤣🤣",1
2674,@HalalNIB,2024-08-17T00:58:26Z,"Garudanya serem
Mistissss",0
2675,@Wongndeso-a1,2024-08-17T00:55:00Z,"MERDEKA
I LOVE INDONESIA
I LOVE Bpk Presiden Jokowi widodo",0
2676,@apaybar,2024-08-17T00:53:20Z,Saya yg salut itu cuman satu doank ..Pak jokowi gak pernah sakit sehat terus dg kinerja yg bagus nya.semoga pak jokowi sehat terus ya,4
2677,@timsouraja94,2024-08-18T09:16:50Z,"Itu menunjukkan bahwa beliau orang yg jujur ikhlas membangun negara, Allah selalu bersamanya❤❤",0
2678,@Al-Djoko_Al-Hasani.,2024-08-17T00:52:58Z,"Daftar Presiden Republik Indonesia 
1. Dr. (H.C.) Ir. H. Soekarno 
2. Jenderal Besar TNI (Purn.) H. M. Soeharto 
3. Prof. Dr.-Ing. Ir. H. Bacharuddin Jusuf Habibie 
4. Dr. (H.C.) K.H. Abdurrahman Wahid 
5. Prof. Dr. (H.C.) Hj. Diah Permata Megawati Setiawati Soekarnoputri 
6. Jenderal TNI( HOR) (Purn.) Prof. Dr. H. Susilo Bambang Yudhoyono, M.A.
7. Ir. H. Joko Widodo 
8. Jenderal TNI (HOR) H. Prabowo Subianto
9. Joko Mulyo Adi Guno S.H. S.Kom. M.H. M.Pd.I",0
2679,@tikowsaputra9129,2024-08-17T00:49:49Z,Tuhan memberkati pak jokowi dalam pembangunan Indonesia yang nantinya di estafet pak prabowo dan mas gibran❤❤❤❤❤❤❤,2
2680,@robialakbar,2024-08-17T00:48:41Z,"SEKETIKA METRO LANGSUNG PRO IKN, SETELAH PEMIMPINNYA SURYA PALOH BILANG MASUK PEMERINTAH AHAHHAAHHA 
HIDUP JOKOWI THE BEST PRESIDEN",3
2681,@racingmachine7193,2024-08-17T00:45:41Z,Mau pindah sana 😊😊😊😊,0
2682,@sumiasihtitin1024,2024-08-17T00:44:01Z,Bangga dg hasil pikiran pak Jokowi ...presiden yg selalu dekat dg rakyat ...sehat selalu ya pak.  Dan terima kasih atas kerja keras bapak untuk negara ini .....❤,6
2683,@Ex_Kapiten,2024-08-17T00:43:51Z,Srmoga IkN tdk d lanjut pembgunanny😅😅,0
2684,@Rangkaatapbajaringansamari-n4l,2024-08-17T00:42:09Z,Apa kabar 271T,0
2685,@FikanurFadilah-mk5zr,2024-08-17T00:42:06Z,walau belom jd 100% tp sangat layak lah untuk upacara 17an dan tempat pemerintahan indonesia,5
2686,@MadeySurma,2024-08-17T00:41:37Z,Pak prabowo lebih baik berkantor di ikn  lebih ayem   tenang. Sejuk  dan damai,0
2687,@misterseveno.m1282,2024-08-17T00:39:32Z,Istana2 yg ada slma ini biar dijadikan objek wisata... Tirulah Thailand yg bgtu bnyak istana tiap rajanya dijadikan objek wisata...,0
2688,@bgratia,2024-08-17T00:38:54Z,Saya bangga kpd presiden Jokowi. Bodo amat apa kata orang. 😊,0
2689,@mantoza6222,2024-08-17T00:38:43Z,❤❤❤❤❤Indonesia,0
2690,@pasetyoplafonbajaringan7395,2024-08-17T00:37:04Z,"Presiden jokowi memang jenius..❤... Luar biasa.IKN  simbol kesatuan umat beragama,kesatuan umat berbeda2 suku,ras...memang luar biasa.jenius. IKN bukan hanya pemindahaan fisik saja...mantap.❤",36
2691,@mantoza6222,2024-08-17T00:35:00Z,10000000000⁰0000000*❤❤❤❤❤❤❤❤❤❤❤❤❤,0
2692,@anoman007,2024-08-17T00:34:35Z,"Setelah Big Bos merapat, anak buah pun berhenti mengumpat dan menghujat!😂",1
2693,@AriyanMasman-oq9xk,2024-08-17T00:34:09Z,Balas saja spt dia perlakukan SBY. Baru rasa dia dan akan sadar,0
2694,@m4m826,2024-08-17T00:33:34Z,Yng penting sampahnya,0
2695,@GoestyWirasastra,2024-08-17T00:33:23Z,"Kenapa ada orang yg masih nyinyir thd IKN..?
Karena...
1. Kepentingan nya secara politik dan ekonomi sangat terganggu bahkan akan punah...
2. Orang"" itu tdk mau anak cucu nya damai dan sejahtera.(pembangunan/pemindahan Ibu kota negara  perlu wktu 20 - 30 thun)

Republik ini belum pernah membangun Istana Negara nya...
Baru sekarang (79 thun Merdeka) Pemerintah mampu membangun dari karya anak bangsa.
Syukur Allhamdulillah.

Semoga sukses selalu..
Tuhan Memberkati...
Amin...",20
2696,@didikdarmawan7910,2024-08-19T17:01:38Z,"Belom apa"" ksombonganya uda keluar..",0
2697,@rakai_pikatan99,2024-08-22T13:38:54Z,"Yg nyinyir itulah pemuja doktrin doktrin mafia organizer crime kolonial jahanam 
Komplotan 
Tukang tipu tipu mafia koruptor kabur kaburan 
Komplotan pedofil cabulan telolissss kabur2an 
Kaum Sampah PERADABAN",1
2698,@fajarpagi897,2024-08-24T07:42:16Z,"menurutku ikn tak begitu membanghakan
istana negara jakarta lebih bersejarah dan bukti keberhasilan perjuangan rakyat indonesia",0
2699,@donatepasbond73,2024-09-11T18:25:11Z,"Semoga pembenci IKN, sehat selalu. Kita doakan selama hidupnya tdk akan mengunjungi IKN, karena takut jantungan. Karena tertekan karena omongan sendiri.",2
2700,@donatepasbond73,2024-09-14T10:09:49Z,@@fajarpagi897 istana negara di pulau jawa hanya mengingatkan kita pernah dijajah . Karena semua istana yang dibangun di pulau jawa  adalah produk penjajah. Tidak usah bangga dengan itu.,0
2701,@husnigend7347,2024-08-17T00:33:04Z,Harapanya dengan pemindahan ibu kota negara bisa menghilangkan budaya kolonial ( Korupsi ),0
2702,@hackproject8,2024-08-17T02:16:00Z,"Jokowi jenius membaca tidak hanya bangunan ternyata systemnya juga warisa korup, dan IKN bukan hanya bangunan baru tapi system baru anti korup akan di buat",0
2703,@Herianrudy,2024-08-17T00:33:02Z,"Semoga masyarakat di sekitar bisa ikut menikmati, ikut makmur dengan adanya ibu kota baru Indonesia di sana.
Saya dari Jawa mendukung pemerataan pembangunan di seluruh Indonesia sampai ke pelosok Nusantara.",12
2704,@mantoza6222,2024-08-17T00:31:43Z,❤❤❤❤❤❤Para presiden yg selalu optimis kedepanya,0
2705,@MayaAnjeli,2024-08-17T00:31:42Z,Tetap berjaya selalu IKN.,0
2706,@hannysinta5541,2024-08-17T00:30:39Z,SAYA SUKU DAYAK ASLI &*SUKU DAYAK KAPUAS---KAMI BANGGA PADA IKN..JOKOWIE DAN PRABIWO GIBRAN NEXT FUTURE❤❤❤😊😊🎉🎉🎉🎉🎉,98
2707,@bisabet,2024-08-18T11:33:29Z,"Cari di Google : Bisabet

Salam Merdeka Teman Teman~",0
2708,@pwinarto6864,2024-08-20T11:40:28Z,"Semoga pak Jokowi panjang umur n sll sehat, Aamiin",4
2709,@pwinarto6864,2024-08-20T11:43:41Z,"Gak banyak bicara, hasil kerja nyata Indonesia maju",3
2710,@ASupriyatna,2024-08-24T01:49:59Z,"@@hannysinta5541 halo sahabat semua yah itulah pa Jokowi, yang udah selesai dengan dirinya sendiri atau hatam ngaji diri sendiri,ga akan terpengaruh, oleh pujian dan cacian dan hinaan apapun karena udah paham semuanya ujian bagi kita semua yang namanya manusia pasti pernah merasakannya,cuma ada yang paham dan tidak,malah banyak yang lupa diri, sedangkan pa Jokowi dan pa Prabowo Subianto udah merdeka akan dirinya, dan pribadinya, merasa hidupnya tenang tenang saja walaupun di goreng terus sana sini, dengan berbagai hujatan cacian dan pitnahan, ga ngaruh apa-apa malah tambah giat berkarya dan bekerja demi kebaikan bersama bangsanya dan negaranya dan berhasil walaupun masih ada yang kurang sempurna beberapa karyanya Ok sobat semua salam damai selalu buat kita bangsa Indonesia",1
2711,@JuandiAtat-ed6gk,2024-08-17T00:29:37Z,MERDEKA INDONESIA KU TERCINTA YG KE 79,3
2712,@SahrilOpasi,2024-08-17T00:28:53Z,Sebentar lagi akan pergantian pemerintahan baru .,0
2713,@hannysinta5541,2024-08-17T00:27:33Z,Semua itu BAIK MEMBENTUK.INDONESIA..**THAT IT'S HISTORY...THAT'S GOOD---SEMUA NEGARA DUNIA JUGA PUNYA SEJARAH. .WAJAR❤❤🎉🎉🎉,3
2714,@freddygunawan7534,2024-08-17T00:21:56Z,"Hidup kita baru kalti ,,hidup jaya Indonesia ku bukan para penguasa dan pendatang,, ingat ituu🙏🙏",1
2715,@freddygunawan7534,2024-08-17T00:20:28Z,"Wahai negara ju bangsa ku hatti hati dng dukungan Dana Rusia,,lihat pulau Bali SDH merata tanah garapan mereka Rusia menguasai ini kah Indonesia maju,, tolong perhatikan para penasehat dan penerintah❤",0
2716,@arnomultazam7742,2024-08-17T00:19:11Z,"Perasaan jama pilpres kemaren gak ada bagus2nya IKN bagi kau. Tapi sekarang wowwww
Bukti  jokowi dapat mengcoaching para garis yang yang gak selaras dengannya",5
2717,@helmierlangga6866,2024-08-17T00:17:50Z,Presiden terbaik sepanjang sejarah.IR H JOKOWIDODO ❤❤❤❤❤❤❤❤❤,0
2718,@husensusanto2299,2024-08-17T00:28:42Z,Whatt ?,0
2719,@SuhartiniSuhartini-j8x,2024-08-17T00:16:18Z,"Bismillah.....Alhamdulillah terimakasih ya Allah....Bapak Peresiden kita Jokowidodo suda bisa mewujudkan IKN,NKRI Hargamati Allah Hu Akbar3x😊😊😊",59
2720,@Arifin1984.,2024-08-17T00:15:10Z,ahkir nya terbukti juga cita2 bung Karno suatu saat nanti ibu kota Indonesia akan pindah ke Kalimantan ahkir nya Jokowi membuktikan apa yg di cita2 kan bung karno.mudahan 2 prisident terpilih bisa meneruskan ikn ke depan nya.,39
2721,@Iamedwin21,2024-08-17T01:27:14Z,"Betul banget ❤ ini cita"" lama pak karno",3
2722,@johanjohansyah983,2024-08-17T14:53:51Z,Tp bungkarno pingin ibukotanya di Palangkaraya Kalimantan Tengah bukan di Kalimantan Timur 😢,0
2723,@Arifin1984.,2024-08-18T03:37:19Z,@@johanjohansyah983 ya sama saja pk yg penting pulau Kalimantan,1
2724,@AgusSalim-Asm,2024-08-18T04:59:29Z,​@@johanjohansyah983Palangka Raya jauh dari pelabuhan,0
2725,@lasemrembang4397,2024-08-24T00:50:20Z,​@@johanjohansyah983ruwetnya dirimu,0
2726,@kotipMuhamad,2024-08-17T00:14:15Z,keren,0
2727,@rinitatam,2024-08-17T00:13:43Z,Kereeen ...Semoga pembangunan IKN lancar dan cepaaat selesai...Amiin,6
2728,@sutan164,2024-08-17T00:12:32Z,"Setelah SP ketemu pak bowo,seketika meteo langsung siarkan ikn..😂😂 mana thumbnailnya bagus betul",1
2729,@siholfaridatambunan9461,2024-08-17T00:12:27Z,merusak hutan kokbangga. sudah benar dikota paangka rayssa kotayg jadi. ini rusak mata pencaharian rakyat.,0
2730,@wildanakbar9045,2024-08-17T05:15:04Z,Merusak hutan?😂,0
2731,@footballloverschannel,2024-08-17T00:11:52Z,"Jokowi ini berguru ke siapa yah,,,bisa hebat gitu,,semua penguasa dalam negri takluk kepadanya...sampai FIFA pun sekarang nurut sama Indonesia",1
2732,@hackproject8,2024-08-17T02:19:34Z,"SP bro semua pemimpin di dunia akan segan, itu ramalan leluhur kita si pengembala kayu semua permasalahan yg rumit akan sgt mudah di pecahkan oleh orang ini. watak keras kukuh pada pendirian tidak ada rasa takut",0
2733,@Triedanu,2024-08-17T00:07:28Z,"Kemajuan bangsa bukan diukur dari banguna IKN tp rakyat sejahtera,data saja bisa di hack menterinya malah dpt penghargaan 😅😅😅 aneh",0
2734,@Triedanu,2024-08-17T00:03:20Z,Bau bau nepotisme,0
2735,@WiryaMuhanta,2024-08-17T00:00:33Z,IKN hebat sekali apa desain mesjidnya sudah ada apa belum?,0
2736,@idarostiati6408,2024-08-16T23:59:38Z,PAK JOKOWI PRESIDENKU. AKU BANGGA PADANYA..PRESIDEN TERHEBAT DUNIA..ALLAH SWT SLALU MELINDUNGINYA....AAMIIN.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,20
2737,@mohkasiadi,2024-08-24T00:16:39Z,JOKOWI...❤❤❤🇮🇩🇮🇩🇮🇩,0
2738,@anggiepulang,2024-09-16T16:25:06Z,@@mohkasiadi Jangan lupa bayar utang ke cina 🔥,0
2739,@karyamandiri5409,2024-08-16T23:56:34Z,"Mantap sekali IKN, maju terus indonesiaku...semoga bisa menjadi inspirasi kebangkitan indonesia",6
2740,@gusba234,2024-08-16T23:55:44Z,Apaan dah thumbnail videonya kek kota abandoned gitu.. Ngawur metro,0
2741,@SarjanaTua-g3w,2024-08-16T23:54:28Z,"Lwh dia senditri KOLONIAL . KELUARGANYA JADI WAPRES , GUBERNUR, SIKAT PARTAI.APA GA KOLONIAL TU",0
2742,@bejosport1178,2024-08-16T23:50:52Z,"Brhubung pak surya paloh sdah bergabung dengan pak prabowo, maka metro tv ngak akn nyinyirin lagi ikn nusantara 🤣🤣🤣🤣🤣",1
2743,@anggitasavitri-f4f,2024-08-16T23:49:55Z,h,0
2744,@cahkerjo9144,2024-08-16T23:49:04Z,"semoga IKN sukses, menjadi gerbang untuk Indonesia maju. Amin",8
2745,@suguswidiarta4212,2024-08-16T23:48:24Z,"Narasi sudah mulai halus 😊
Stelah dapat giveaway",1
2746,@Birefish,2024-08-16T23:44:37Z,Terimakasih bapak jokowi.,0
2747,@Zub-H3R0,2024-08-16T23:44:05Z,😊Bangga sama pak jokowi dan pak prabowo...lanjut terus pembangunan di IKN. 😊🇮🇩🇮🇩❤❤👍🌹,71
2748,@bisabet,2024-08-18T11:33:27Z,"Cari di Google : Bisabet

Salam Merdeka Teman Teman~",0
2749,@kometsumirso4716,2024-09-07T12:28:40Z,Marilah ..kita bersama sama mengucapkan..Selamat kepada semua Pejabat  pemerintah yang sudah mewujutkan Indonesia lebih maju dan berkebang.!!!,0
2750,@SalmanZahra-qj6pp,2024-08-16T23:41:31Z,Kelak para pekerja bisa cerita ke cucu bahwa kakeknya ikut andil dalam pembangunan IKN,41
2751,@khoirulalfi4038,2024-08-16T23:37:24Z,"Tapi dengan nilai R Quality Index berkissr di angka 6, ga merubah kemungkinan nantinya akan meningkat seoring dengan infrastruktur yang dibangun disana",0
2752,@enzelinazelina7769,2024-08-16T23:30:55Z,Semoga negaraku terus maju dan jgn lupa tetap jaga kebersihan seperti negara jepang,2
2753,@athoillah1685,2024-08-16T23:22:36Z,"P.N Tdk menggunakan fosil tp menggunduli hutan ya sama aja, kenapa ga ditaruh diatas bendungan sepaku",0
2754,@sumarmilamtim7895,2024-08-16T23:20:21Z,Alhmdlilah prjwngan ank bangsa trwjut,5
2755,@TonoDjumartono-po8rd,2024-08-16T23:19:56Z,"Indonesia negara koruptor, IKN diramalkan akan mangkrak.",0
2756,@Lily_bon97,2024-08-16T23:17:46Z,Hitut bau betmen berak mencret huuh,0
2757,@MuhammadYusuf-sw8pi,2024-08-16T23:16:13Z,Kota yang hanya bisa dilihat dari tv 😅 yang nikmati cuma orang pemerintah dan asing 😂,0
2758,@wildanakbar9045,2024-08-17T05:16:52Z,Masak sih cil?😂,0
2759,@MuhammadYusuf-sw8pi,2024-08-17T08:25:31Z,@@wildanakbar9045 gak punya kuota pak tua? Tua Bangka yang tidak mau berfikir....😁 Ckckckckckck,0
2760,@sarialam3199,2024-08-16T23:12:59Z,Masya Allah tabarakallah mantap.,2
2761,@slametpujiono2251,2024-08-16T23:12:31Z,"Saya cinta sama media metro tv meskipun pemiliknya pernah ber kualisi dg jokowi , pemberitaannya yg positif2 membuat kita di kampung seneng dengernya tapi saya bencì sama kompas dan cnn indonesia beritanya banyak yg negatif membuat pemirsanya jadi benci sama pemerintah",0
2762,@anandaFuad07,2024-08-16T23:11:40Z,Metro abiss gabung Prabowo langsung puji IKN hehe,0
2763,@ekokurdianto5455,2024-08-16T23:04:10Z,Memulai jauh lebih sulit daripada melanjutkan... terimakasih pak Jokowi atas jasanya,103
2764,@ibnuabdillah1766,2024-08-17T03:36:35Z,Yang tidak kalah sulit adalah merawat dan menjaganya,3
2765,@mdmat3304,2024-08-18T00:06:45Z,​@@ibnuabdillah1766 ramai rakyat Indonesia umpama lalang bila di IKN semua memuji jokowi.bila di tempat yang lain mereka mengutuk Jokowi se mau nya😅😅😅,3
2766,@putralampung3968,2024-08-18T03:54:16Z,Yg penting di jaga dan di rawat,2
2767,@bonbon.88,2024-08-18T05:25:59Z,"Terimakasih pak de wi atas hutang yang sudah di bebankan, semoga akhir hidupmu terkutuk",3
2768,@ahmadzahar9582,2024-08-19T23:58:33Z,@@bonbon.88 loh loh wong cilik mikir utang negoro 🤣🤣 anda kok lucu sekaliii,0
2769,@reignefenn4165,2024-08-16T23:00:36Z,"Indonesia sebentar lagi akan hancur akibat pejabat2nya merangkap pengusaha dan hukum tidak ditegakkan, koruptor2 jadi raja di negara indo. bertobatlah kalian semua maling2 uang rakyat.",0
2770,@umarjoni6876,2024-08-17T02:07:15Z,Korupsi makin ganas rakyat miskin cuma dijadikan objek untuk pemilu,0
2771,@muhammadsuryani5626,2024-08-16T22:57:13Z,IKN ibarat sebuah kota ghaib nusantara yg dibangun begitu cepat indah dan mempesona,3
2772,@putrimimi9393,2024-08-16T22:44:46Z,"Salud sama smgt bpk president biarpun byk yg nyinyirin dan bpk yg pesimis pemikiran beliau tetap maju ke depan gk pernah goyah,semoga indonesia tmbh maju pengganti bpk jokowi semoga bisa melanjutkan mimpi anak bangsa yg mendukung bpk jokowi yg oktimis,bpk jokowi president terbest yg byk di kagumi dan di kenal di luar negri dari hongkong gw bangga indonesia terkenal karna IKN",72
2773,@anggiepulang,2024-09-16T16:24:05Z,Jangan lupa bayar utang ke cina 🔥,0
2774,@endroriwibowo980,2024-08-16T22:41:58Z,metro TV jadi anak manis lagi nih.....,3
2775,@khotibulfajarimani3466,2024-08-16T22:38:08Z,Jokowi hebat,0
2776,@agussuper7627,2024-08-16T22:35:09Z,"NKRI DIBANGUN OLEH ORANG-ORANG OPTIMIS YANG PUNYA SEMANGAT JUANG TINGGI PANTANG MENYERAH.


NKRI BUKAN BUAH DARI ORANG-ORANG PESIMIS YANG SELALU BERMENTAL TERTINDAS.

*SALAM MERDEKA*",48
2777,@IluhArmini,2024-08-16T22:33:30Z,"Trimakasi pk jokowi ...sudh memajukan ngri ri semoga bpk seht selalu dan panjang umur ,kmi akan selalu mengenang di setiap perjuangan bpk ,bpk orang baik ,tulus untuk ri ❤❤❤❤❤❤",4
2778,@pintusurga1049,2024-08-16T22:28:40Z,"Smoga pak jokowi dan kluarga sll dlm lindungan Allah SWT. Aamiin
Pak jokowi adalah bapak indonesia maju",16
2779,@Riskaikha-z6p,2024-08-16T22:28:12Z,IKN kedepan pasti lebih indah dan makin maju,8
2780,@JengTiwuk,2024-08-16T22:27:58Z,Terima kasih Bapak Jokowi,0
2781,@AbdulGoffar-dr7qi,2024-08-16T22:26:15Z,Metro tv itu oposisi jika sp oposisi. Ingat satvoilpres. Tp ketika sdh merapat ke yg menang . Wis jadi pendukung setia penguasa pers harus nya punya idialusme .bukan cuma ikut arus.,1
2782,@slametpujiono2251,2024-08-16T23:24:13Z,Kompetisi sudah selesai brow yg jentel kalah menang sudah niasa dlm berkompetisi yg kalah gaknperlu sakit hati legowo saja,0
2783,@AaAa-bc5ro,2024-08-16T22:21:33Z,Kita harus berdiri sendiri bangkit Indonesia maju bergerak dalam menjalankan tugasnya sebagai seorang pemimpin yang baik untuk semua warga negara Indonesia maju dan,3
2784,@notredame6847,2024-08-16T22:20:00Z,"Dibesar besarkan sebentar lagi juga jadi kota hantu kayak Mandalika, berani taruhan berapa kalau benar ??",2
2785,@henipusbintari,2024-08-17T00:35:59Z,udh gaes lupain aja org2 beban negara ini.kita fokus aja buat support org2 yg mau berjuang utk kemajuan indonesia raya😊,2
2786,@wildanakbar9045,2024-08-17T05:18:18Z,Ada yang panas nih😂,0
2787,@vloganakvocal8933,2024-08-16T22:16:27Z,IKN mantap,0
2788,@JadianSitumorang-ez3ow,2024-08-16T22:16:09Z,"Kita,mardeka,ceutuhnya,mardeka",0
2789,@JadianSitumorang-ez3ow,2024-08-16T22:14:40Z,"Mulaimardeka,1945adalahmardekadaripembunuhan,tp,hariinimardekadariceluruhpenjajaha n,mardeka,,2,ka",0
2790,@Riskaikha-z6p,2024-08-16T22:11:05Z,"Luas bangat kala ama jakarta, 4 kali lipat luas nya jkrt baru bisa imbangi luas nya IKN",1
2791,@ahmadanton3584,2024-08-16T22:08:46Z,Sehat selalu presiden ku🎉🎉,3
2792,@familyabbo9497,2024-08-16T22:07:02Z,"Bangga menjadi bagian dari indonesia 
Tapi nyari kerjah susah nya minta ampun 🎉🎉🎉🎉🎉",0
2793,@slametpujiono2251,2024-08-16T23:29:11Z,Ya lu mau cari kerja yang enak 2coba mau kerja jali kuli bangunan di ikn masih banyak lowongan,0
2794,@zowymartin4435,2024-08-16T22:05:02Z,Cuma bisa bilang : Mantap dan Bangga!!,3
